"STATISTIÈNA REGIJA";"TIP LASTNIŠTVA";"VRSTA STAVBE";"LETO";"Število prebivalcev"
"Primorsko-notranjska";"Lastniška stanovanja";"2 Stanovanja v nestanovanjskih stavbah";"2018";1924
"Primorsko-notranjska";"Najeta stanovanja";"Vrsta stavbe - SKUPAJ";"2011";3869
"Primorsko-notranjska";"Najeta stanovanja";"Vrsta stavbe - SKUPAJ";"2015";3664
"Primorsko-notranjska";"Najeta stanovanja";"Vrsta stavbe - SKUPAJ";"2018";3387
"Primorsko-notranjska";"Najeta stanovanja";"1 Stanovanja v stanovanjskih stavbah";"2011";3629
"Primorsko-notranjska";"Najeta stanovanja";"1 Stanovanja v stanovanjskih stavbah";"2015";3447
"Primorsko-notranjska";"Najeta stanovanja";"1 Stanovanja v stanovanjskih stavbah";"2018";3226
"Primorsko-notranjska";"Najeta stanovanja";"1.1 Stanovanja v  enostanovanjskih stavbah";"2011";300
"Primorsko-notranjska";"Najeta stanovanja";"1.1 Stanovanja v  enostanovanjskih stavbah";"2015";344
"Primorsko-notranjska";"Najeta stanovanja";"1.1 Stanovanja v  enostanovanjskih stavbah";"2018";320
"Primorsko-notranjska";"Najeta stanovanja";"1.2 Stanovanja v dvostanovanjskih stavbah";"2011";90
"Primorsko-notranjska";"Najeta stanovanja";"1.2 Stanovanja v dvostanovanjskih stavbah";"2015";112
"Primorsko-notranjska";"Najeta stanovanja";"1.2 Stanovanja v dvostanovanjskih stavbah";"2018";69
"Primorsko-notranjska";"Najeta stanovanja";"1.3 Stanovanja v tro- ali veè stanovanjskih stavbah";"2011";3239
"Primorsko-notranjska";"Najeta stanovanja";"1.3 Stanovanja v tro- ali veè stanovanjskih stavbah";"2015";2991
"Primorsko-notranjska";"Najeta stanovanja";"1.3 Stanovanja v tro- ali veè stanovanjskih stavbah";"2018";2837
"Primorsko-notranjska";"Najeta stanovanja";"2 Stanovanja v nestanovanjskih stavbah";"2011";240
"Primorsko-notranjska";"Najeta stanovanja";"2 Stanovanja v nestanovanjskih stavbah";"2015";217
"Primorsko-notranjska";"Najeta stanovanja";"2 Stanovanja v nestanovanjskih stavbah";"2018";161
"Primorsko-notranjska";"Stanovanja z drugimi tipi lastništva";"Vrsta stavbe - SKUPAJ";"2011";5559
"Primorsko-notranjska";"Stanovanja z drugimi tipi lastništva";"Vrsta stavbe - SKUPAJ";"2015";4199
"Primorsko-notranjska";"Stanovanja z drugimi tipi lastništva";"Vrsta stavbe - SKUPAJ";"2018";4723
"Primorsko-notranjska";"Stanovanja z drugimi tipi lastništva";"1 Stanovanja v stanovanjskih stavbah";"2011";5324
"Primorsko-notranjska";"Stanovanja z drugimi tipi lastništva";"1 Stanovanja v stanovanjskih stavbah";"2015";3981
"Primorsko-notranjska";"Stanovanja z drugimi tipi lastništva";"1 Stanovanja v stanovanjskih stavbah";"2018";4448
"Primorsko-notranjska";"Stanovanja z drugimi tipi lastništva";"1.1 Stanovanja v  enostanovanjskih stavbah";"2011";1612
"Primorsko-notranjska";"Stanovanja z drugimi tipi lastništva";"1.1 Stanovanja v  enostanovanjskih stavbah";"2015";1448
"Primorsko-notranjska";"Stanovanja z drugimi tipi lastništva";"1.1 Stanovanja v  enostanovanjskih stavbah";"2018";1609
"Primorsko-notranjska";"Stanovanja z drugimi tipi lastništva";"1.2 Stanovanja v dvostanovanjskih stavbah";"2011";2035
"Primorsko-notranjska";"Stanovanja z drugimi tipi lastništva";"1.2 Stanovanja v dvostanovanjskih stavbah";"2015";1101
"Primorsko-notranjska";"Stanovanja z drugimi tipi lastništva";"1.2 Stanovanja v dvostanovanjskih stavbah";"2018";1037
"Primorsko-notranjska";"Stanovanja z drugimi tipi lastništva";"1.3 Stanovanja v tro- ali veè stanovanjskih stavbah";"2011";1677
"Primorsko-notranjska";"Stanovanja z drugimi tipi lastništva";"1.3 Stanovanja v tro- ali veè stanovanjskih stavbah";"2015";1432
"Primorsko-notranjska";"Stanovanja z drugimi tipi lastništva";"1.3 Stanovanja v tro- ali veè stanovanjskih stavbah";"2018";1802
"Primorsko-notranjska";"Stanovanja z drugimi tipi lastništva";"2 Stanovanja v nestanovanjskih stavbah";"2011";235
"Primorsko-notranjska";"Stanovanja z drugimi tipi lastništva";"2 Stanovanja v nestanovanjskih stavbah";"2015";218
"Primorsko-notranjska";"Stanovanja z drugimi tipi lastništva";"2 Stanovanja v nestanovanjskih stavbah";"2018";275
"Goriška";"Tip lastništva -SKUPAJ";"Vrsta stavbe - SKUPAJ";"2011";116347
"Goriška";"Tip lastništva -SKUPAJ";"Vrsta stavbe - SKUPAJ";"2015";115599
"Goriška";"Tip lastništva -SKUPAJ";"Vrsta stavbe - SKUPAJ";"2018";114518
"Goriška";"Tip lastništva -SKUPAJ";"1 Stanovanja v stanovanjskih stavbah";"2011";111889
"Goriška";"Tip lastništva -SKUPAJ";"1 Stanovanja v stanovanjskih stavbah";"2015";111474
"Goriška";"Tip lastništva -SKUPAJ";"1 Stanovanja v stanovanjskih stavbah";"2018";109696
"Goriška";"Tip lastništva -SKUPAJ";"1.1 Stanovanja v  enostanovanjskih stavbah";"2011";71994
"Goriška";"Tip lastništva -SKUPAJ";"1.1 Stanovanja v  enostanovanjskih stavbah";"2015";74816
"Goriška";"Tip lastništva -SKUPAJ";"1.1 Stanovanja v  enostanovanjskih stavbah";"2018";74054
"Goriška";"Tip lastništva -SKUPAJ";"1.2 Stanovanja v dvostanovanjskih stavbah";"2011";13457
"Goriška";"Tip lastništva -SKUPAJ";"1.2 Stanovanja v dvostanovanjskih stavbah";"2015";10847
"Goriška";"Tip lastništva -SKUPAJ";"1.2 Stanovanja v dvostanovanjskih stavbah";"2018";10337
"Goriška";"Tip lastništva -SKUPAJ";"1.3 Stanovanja v tro- ali veè stanovanjskih stavbah";"2011";26438
"Goriška";"Tip lastništva -SKUPAJ";"1.3 Stanovanja v tro- ali veè stanovanjskih stavbah";"2015";25811
"Goriška";"Tip lastništva -SKUPAJ";"1.3 Stanovanja v tro- ali veè stanovanjskih stavbah";"2018";25305
"Goriška";"Tip lastništva -SKUPAJ";"2 Stanovanja v nestanovanjskih stavbah";"2011";4458
"Goriška";"Tip lastništva -SKUPAJ";"2 Stanovanja v nestanovanjskih stavbah";"2015";4125
"Goriška";"Tip lastništva -SKUPAJ";"2 Stanovanja v nestanovanjskih stavbah";"2018";4822
"Goriška";"Lastniška stanovanja";"Vrsta stavbe - SKUPAJ";"2011";99346
"Goriška";"Lastniška stanovanja";"Vrsta stavbe - SKUPAJ";"2015";101264
"Goriška";"Lastniška stanovanja";"Vrsta stavbe - SKUPAJ";"2018";99716
"Goriška";"Lastniška stanovanja";"1 Stanovanja v stanovanjskih stavbah";"2011";95642
"Goriška";"Lastniška stanovanja";"1 Stanovanja v stanovanjskih stavbah";"2015";97866
"Goriška";"Lastniška stanovanja";"1 Stanovanja v stanovanjskih stavbah";"2018";95819
"Goriška";"Lastniška stanovanja";"1.1 Stanovanja v  enostanovanjskih stavbah";"2011";67173
"Goriška";"Lastniška stanovanja";"1.1 Stanovanja v  enostanovanjskih stavbah";"2015";70369
"Goriška";"Lastniška stanovanja";"1.1 Stanovanja v  enostanovanjskih stavbah";"2018";69513
"Goriška";"Lastniška stanovanja";"1.2 Stanovanja v dvostanovanjskih stavbah";"2011";9914
"Goriška";"Lastniška stanovanja";"1.2 Stanovanja v dvostanovanjskih stavbah";"2015";8919
"Goriška";"Lastniška stanovanja";"1.2 Stanovanja v dvostanovanjskih stavbah";"2018";8478
"Goriška";"Lastniška stanovanja";"1.3 Stanovanja v tro- ali veè stanovanjskih stavbah";"2011";18555
"Goriška";"Lastniška stanovanja";"1.3 Stanovanja v tro- ali veè stanovanjskih stavbah";"2015";18578
"Goriška";"Lastniška stanovanja";"1.3 Stanovanja v tro- ali veè stanovanjskih stavbah";"2018";17828
"Goriška";"Lastniška stanovanja";"2 Stanovanja v nestanovanjskih stavbah";"2011";3704
"Goriška";"Lastniška stanovanja";"2 Stanovanja v nestanovanjskih stavbah";"2015";3398
"Goriška";"Lastniška stanovanja";"2 Stanovanja v nestanovanjskih stavbah";"2018";3897
"Goriška";"Najeta stanovanja";"Vrsta stavbe - SKUPAJ";"2011";6351
"Goriška";"Najeta stanovanja";"Vrsta stavbe - SKUPAJ";"2015";5545
"Goriška";"Najeta stanovanja";"Vrsta stavbe - SKUPAJ";"2018";5347
"Goriška";"Najeta stanovanja";"1 Stanovanja v stanovanjskih stavbah";"2011";6051
"Goriška";"Najeta stanovanja";"1 Stanovanja v stanovanjskih stavbah";"2015";5231
"Goriška";"Najeta stanovanja";"1 Stanovanja v stanovanjskih stavbah";"2018";4960
"Goriška";"Najeta stanovanja";"1.1 Stanovanja v  enostanovanjskih stavbah";"2011";966
"Goriška";"Najeta stanovanja";"1.1 Stanovanja v  enostanovanjskih stavbah";"2015";780
"Goriška";"Najeta stanovanja";"1.1 Stanovanja v  enostanovanjskih stavbah";"2018";674
"Goriška";"Najeta stanovanja";"1.2 Stanovanja v dvostanovanjskih stavbah";"2011";364
"Goriška";"Najeta stanovanja";"1.2 Stanovanja v dvostanovanjskih stavbah";"2015";276
"Goriška";"Najeta stanovanja";"1.2 Stanovanja v dvostanovanjskih stavbah";"2018";240
"Goriška";"Najeta stanovanja";"1.3 Stanovanja v tro- ali veè stanovanjskih stavbah";"2011";4721
"Goriška";"Najeta stanovanja";"1.3 Stanovanja v tro- ali veè stanovanjskih stavbah";"2015";4175
"Goriška";"Najeta stanovanja";"1.3 Stanovanja v tro- ali veè stanovanjskih stavbah";"2018";4046
"Goriška";"Najeta stanovanja";"2 Stanovanja v nestanovanjskih stavbah";"2011";300
"Goriška";"Najeta stanovanja";"2 Stanovanja v nestanovanjskih stavbah";"2015";314
"Goriška";"Najeta stanovanja";"2 Stanovanja v nestanovanjskih stavbah";"2018";387
"Goriška";"Stanovanja z drugimi tipi lastništva";"Vrsta stavbe - SKUPAJ";"2011";10650
"Goriška";"Stanovanja z drugimi tipi lastništva";"Vrsta stavbe - SKUPAJ";"2015";8790
"Goriška";"Stanovanja z drugimi tipi lastništva";"Vrsta stavbe - SKUPAJ";"2018";9455
"Goriška";"Stanovanja z drugimi tipi lastništva";"1 Stanovanja v stanovanjskih stavbah";"2011";10196
"Goriška";"Stanovanja z drugimi tipi lastništva";"1 Stanovanja v stanovanjskih stavbah";"2015";8377
"Goriška";"Stanovanja z drugimi tipi lastništva";"1 Stanovanja v stanovanjskih stavbah";"2018";8917
"Goriška";"Stanovanja z drugimi tipi lastništva";"1.1 Stanovanja v  enostanovanjskih stavbah";"2011";3855
"Goriška";"Stanovanja z drugimi tipi lastništva";"1.1 Stanovanja v  enostanovanjskih stavbah";"2015";3667
"Goriška";"Stanovanja z drugimi tipi lastništva";"1.1 Stanovanja v  enostanovanjskih stavbah";"2018";3867
"Goriška";"Stanovanja z drugimi tipi lastništva";"1.2 Stanovanja v dvostanovanjskih stavbah";"2011";3179
"Goriška";"Stanovanja z drugimi tipi lastništva";"1.2 Stanovanja v dvostanovanjskih stavbah";"2015";1652
"Goriška";"Stanovanja z drugimi tipi lastništva";"1.2 Stanovanja v dvostanovanjskih stavbah";"2018";1619
"Goriška";"Stanovanja z drugimi tipi lastništva";"1.3 Stanovanja v tro- ali veè stanovanjskih stavbah";"2011";3162
"Goriška";"Stanovanja z drugimi tipi lastništva";"1.3 Stanovanja v tro- ali veè stanovanjskih stavbah";"2015";3058
"Goriška";"Stanovanja z drugimi tipi lastništva";"1.3 Stanovanja v tro- ali veè stanovanjskih stavbah";"2018";3431
"Goriška";"Stanovanja z drugimi tipi lastništva";"2 Stanovanja v nestanovanjskih stavbah";"2011";454
"Goriška";"Stanovanja z drugimi tipi lastništva";"2 Stanovanja v nestanovanjskih stavbah";"2015";413
"Goriška";"Stanovanja z drugimi tipi lastništva";"2 Stanovanja v nestanovanjskih stavbah";"2018";538
"Obalno-kraška";"Tip lastništva -SKUPAJ";"Vrsta stavbe - SKUPAJ";"2011";107628
"Obalno-kraška";"Tip lastništva -SKUPAJ";"Vrsta stavbe - SKUPAJ";"2015";109569
"Obalno-kraška";"Tip lastništva -SKUPAJ";"Vrsta stavbe - SKUPAJ";"2018";110657
"Obalno-kraška";"Tip lastništva -SKUPAJ";"1 Stanovanja v stanovanjskih stavbah";"2011";104182
"Obalno-kraška";"Tip lastništva -SKUPAJ";"1 Stanovanja v stanovanjskih stavbah";"2015";106440
"Obalno-kraška";"Tip lastništva -SKUPAJ";"1 Stanovanja v stanovanjskih stavbah";"2018";107208
"Obalno-kraška";"Tip lastništva -SKUPAJ";"1.1 Stanovanja v  enostanovanjskih stavbah";"2011";46731
"Obalno-kraška";"Tip lastništva -SKUPAJ";"1.1 Stanovanja v  enostanovanjskih stavbah";"2015";52311
"Obalno-kraška";"Tip lastništva -SKUPAJ";"1.1 Stanovanja v  enostanovanjskih stavbah";"2018";53202
"Obalno-kraška";"Tip lastništva -SKUPAJ";"1.2 Stanovanja v dvostanovanjskih stavbah";"2011";16066
"Obalno-kraška";"Tip lastništva -SKUPAJ";"1.2 Stanovanja v dvostanovanjskih stavbah";"2015";12897
"Obalno-kraška";"Tip lastništva -SKUPAJ";"1.2 Stanovanja v dvostanovanjskih stavbah";"2018";12728
"Obalno-kraška";"Tip lastništva -SKUPAJ";"1.3 Stanovanja v tro- ali veè stanovanjskih stavbah";"2011";41385
"Obalno-kraška";"Tip lastništva -SKUPAJ";"1.3 Stanovanja v tro- ali veè stanovanjskih stavbah";"2015";41232
"Obalno-kraška";"Tip lastništva -SKUPAJ";"1.3 Stanovanja v tro- ali veè stanovanjskih stavbah";"2018";41278
"Obalno-kraška";"Tip lastništva -SKUPAJ";"2 Stanovanja v nestanovanjskih stavbah";"2011";3446
"Obalno-kraška";"Tip lastništva -SKUPAJ";"2 Stanovanja v nestanovanjskih stavbah";"2015";3129
"Obalno-kraška";"Tip lastništva -SKUPAJ";"2 Stanovanja v nestanovanjskih stavbah";"2018";3449
"Obalno-kraška";"Lastniška stanovanja";"Vrsta stavbe - SKUPAJ";"2011";81841
"Obalno-kraška";"Lastniška stanovanja";"Vrsta stavbe - SKUPAJ";"2015";88486
"Obalno-kraška";"Lastniška stanovanja";"Vrsta stavbe - SKUPAJ";"2018";88434
"Obalno-kraška";"Lastniška stanovanja";"1 Stanovanja v stanovanjskih stavbah";"2011";79401
"Obalno-kraška";"Lastniška stanovanja";"1 Stanovanja v stanovanjskih stavbah";"2015";86260
"Obalno-kraška";"Lastniška stanovanja";"1 Stanovanja v stanovanjskih stavbah";"2018";85976
"Obalno-kraška";"Lastniška stanovanja";"1.1 Stanovanja v  enostanovanjskih stavbah";"2011";41083
"Obalno-kraška";"Lastniška stanovanja";"1.1 Stanovanja v  enostanovanjskih stavbah";"2015";47397
"Obalno-kraška";"Lastniška stanovanja";"1.1 Stanovanja v  enostanovanjskih stavbah";"2018";48093
"Obalno-kraška";"Lastniška stanovanja";"1.2 Stanovanja v dvostanovanjskih stavbah";"2011";11008
"Obalno-kraška";"Lastniška stanovanja";"1.2 Stanovanja v dvostanovanjskih stavbah";"2015";10139
"Obalno-kraška";"Lastniška stanovanja";"1.2 Stanovanja v dvostanovanjskih stavbah";"2018";9817
"Obalno-kraška";"Lastniška stanovanja";"1.3 Stanovanja v tro- ali veè stanovanjskih stavbah";"2011";27310
"Obalno-kraška";"Lastniška stanovanja";"1.3 Stanovanja v tro- ali veè stanovanjskih stavbah";"2015";28724
"Obalno-kraška";"Lastniška stanovanja";"1.3 Stanovanja v tro- ali veè stanovanjskih stavbah";"2018";28066
"Obalno-kraška";"Lastniška stanovanja";"2 Stanovanja v nestanovanjskih stavbah";"2011";2440
"Obalno-kraška";"Lastniška stanovanja";"2 Stanovanja v nestanovanjskih stavbah";"2015";2226
"Obalno-kraška";"Lastniška stanovanja";"2 Stanovanja v nestanovanjskih stavbah";"2018";2458
"Obalno-kraška";"Najeta stanovanja";"Vrsta stavbe - SKUPAJ";"2011";9250
"Obalno-kraška";"Najeta stanovanja";"Vrsta stavbe - SKUPAJ";"2015";8509
"Obalno-kraška";"Najeta stanovanja";"Vrsta stavbe - SKUPAJ";"2018";8280
"Obalno-kraška";"Najeta stanovanja";"1 Stanovanja v stanovanjskih stavbah";"2011";8722
"Obalno-kraška";"Najeta stanovanja";"1 Stanovanja v stanovanjskih stavbah";"2015";8019
"Obalno-kraška";"Najeta stanovanja";"1 Stanovanja v stanovanjskih stavbah";"2018";7833
"Obalno-kraška";"Najeta stanovanja";"1.1 Stanovanja v  enostanovanjskih stavbah";"2011";1572
"Obalno-kraška";"Najeta stanovanja";"1.1 Stanovanja v  enostanovanjskih stavbah";"2015";1429
"Obalno-kraška";"Najeta stanovanja";"1.1 Stanovanja v  enostanovanjskih stavbah";"2018";1420
"Obalno-kraška";"Najeta stanovanja";"1.2 Stanovanja v dvostanovanjskih stavbah";"2011";786
"Obalno-kraška";"Najeta stanovanja";"1.2 Stanovanja v dvostanovanjskih stavbah";"2015";613
"Obalno-kraška";"Najeta stanovanja";"1.2 Stanovanja v dvostanovanjskih stavbah";"2018";593
"Obalno-kraška";"Najeta stanovanja";"1.3 Stanovanja v tro- ali veè stanovanjskih stavbah";"2011";6364
"Obalno-kraška";"Najeta stanovanja";"1.3 Stanovanja v tro- ali veè stanovanjskih stavbah";"2015";5977
"Obalno-kraška";"Najeta stanovanja";"1.3 Stanovanja v tro- ali veè stanovanjskih stavbah";"2018";5820
"Obalno-kraška";"Najeta stanovanja";"2 Stanovanja v nestanovanjskih stavbah";"2011";528
"Obalno-kraška";"Najeta stanovanja";"2 Stanovanja v nestanovanjskih stavbah";"2015";490
"Obalno-kraška";"Najeta stanovanja";"2 Stanovanja v nestanovanjskih stavbah";"2018";447
"Obalno-kraška";"Stanovanja z drugimi tipi lastništva";"Vrsta stavbe - SKUPAJ";"2011";16537
"Obalno-kraška";"Stanovanja z drugimi tipi lastništva";"Vrsta stavbe - SKUPAJ";"2015";12574
"Obalno-kraška";"Stanovanja z drugimi tipi lastništva";"Vrsta stavbe - SKUPAJ";"2018";13943
"Obalno-kraška";"Stanovanja z drugimi tipi lastništva";"1 Stanovanja v stanovanjskih stavbah";"2011";16059
"Obalno-kraška";"Stanovanja z drugimi tipi lastništva";"1 Stanovanja v stanovanjskih stavbah";"2015";12161
"Obalno-kraška";"Stanovanja z drugimi tipi lastništva";"1 Stanovanja v stanovanjskih stavbah";"2018";13399
"Obalno-kraška";"Stanovanja z drugimi tipi lastništva";"1.1 Stanovanja v  enostanovanjskih stavbah";"2011";4076
"Obalno-kraška";"Stanovanja z drugimi tipi lastništva";"1.1 Stanovanja v  enostanovanjskih stavbah";"2015";3485
"Obalno-kraška";"Stanovanja z drugimi tipi lastništva";"1.1 Stanovanja v  enostanovanjskih stavbah";"2018";3689
"Obalno-kraška";"Stanovanja z drugimi tipi lastništva";"1.2 Stanovanja v dvostanovanjskih stavbah";"2011";4272
"Obalno-kraška";"Stanovanja z drugimi tipi lastništva";"1.2 Stanovanja v dvostanovanjskih stavbah";"2015";2145
"Obalno-kraška";"Stanovanja z drugimi tipi lastništva";"1.2 Stanovanja v dvostanovanjskih stavbah";"2018";2318
"Obalno-kraška";"Stanovanja z drugimi tipi lastništva";"1.3 Stanovanja v tro- ali veè stanovanjskih stavbah";"2011";7711
"Obalno-kraška";"Stanovanja z drugimi tipi lastništva";"1.3 Stanovanja v tro- ali veè stanovanjskih stavbah";"2015";6531
"Obalno-kraška";"Stanovanja z drugimi tipi lastništva";"1.3 Stanovanja v tro- ali veè stanovanjskih stavbah";"2018";7392
"Obalno-kraška";"Stanovanja z drugimi tipi lastništva";"2 Stanovanja v nestanovanjskih stavbah";"2011";478
"Obalno-kraška";"Stanovanja z drugimi tipi lastništva";"2 Stanovanja v nestanovanjskih stavbah";"2015";413
"Obalno-kraška";"Stanovanja z drugimi tipi lastništva";"2 Stanovanja v nestanovanjskih stavbah";"2018";544
